cluster_key,survivor_id,survivor_name,old_id,old_name,brand,category,weight,extracted_color,extracted_sizes,recipe_refs,inventory_refs
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",070d9ae6-5185-4f79-a2ae-32e7f8ca80c2,"Ultra Thread 70 Yellow",UTC,thread,"70 denier","Yellow","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",18f728f0-26fb-4b9b-a2c4-96780922e596,"Ultra Thread 70 Red",UTC,thread,"70 denier","Red","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",2364b00f-66b5-49da-82ae-6c4a30aa9558,"Ultra Thread 70 Burnt Orange",UTC,thread,"70 denier","burnt orange","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",30a3bf99-9af0-4194-b855-33d0c71d711f,"Ultra Thread 70 Dark Gray",UTC,thread,"70 denier","dark gray","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",35d23b01-3209-4a29-8af6-97f529d99d31,"Ultra Thread 70 Wood Duck",UTC,thread,"70 denier","Wood Duck","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",3a0ec304-4240-4684-8d9f-5eb04c05c8a4,"Ultra Thread 70 Gray",UTC,thread,"70 denier","Gray","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",3e3273fa-f958-48bd-9d6f-d06403531b4a,"Ultra Thread 70 Fl. Shell Pink",UTC,thread,"70 denier","fl. shell pink","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",3f98e0e2-8f4d-4edb-b17a-3c141e2e879e,"Ultra Thread 70 Dark Brown",UTC,thread,"70 denier","dark brown","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",407f09d7-15d5-4881-9f38-fa34b4c17b70,"Ultra Thread 70 Fl. Pink",UTC,thread,"70 denier","fl. pink","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",42869338-4c2b-4118-9828-9be2cae5fd1d,"Ultra Thread 70 Gray Brown",UTC,thread,"70 denier","gray brown","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",4cb69d4e-16ac-4f59-81ba-32ef34489ab7,"Ultra Thread 70 Blue Dun",UTC,thread,"70 denier","blue dun","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",52053dca-9c4c-4e4a-9a64-9917e730ae85,"Ultra Thread 70 Olive Green",UTC,thread,"70 denier","olive green","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",5885b122-e075-400f-bf2f-1ce6559bf4b4,"Ultra Thread 70 Brown Olive",UTC,thread,"70 denier","brown olive","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",59871a27-a495-4fc2-9a82-05f1dfe17444,"Ultra Thread 70 Fl. White",UTC,thread,"70 denier","fl. white","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",59fb4acc-4d38-4aa0-a157-ea2652389665,"Ultra Thread 70 Watery Olive",UTC,thread,"70 denier","watery olive","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",5a8f6e67-d8a5-474e-8e4c-400e8af9b46c,"Ultra Thread 70 Fluorescent Pink",UTC,thread,"70 denier","Fluorescent Pink","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",6138e3b8-1fb0-4a87-b3b1-510bc43754da,"Ultra Thread 70 Black",UTC,thread,"70 denier","Black","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",68dab9f9-5a25-4ed7-b31c-cff13e63a0e1,"Ultra Thread 70 Hot Orange",UTC,thread,"70 denier","Hot Orange","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",69ae3ec1-9d7a-4efa-bd29-5ac047021072,"Ultra Thread 70 Dark Olive",UTC,thread,"70 denier","dark olive","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",7b30d02c-d8bf-4d5d-9da2-b21cb6efd71f,"Ultra Thread 70 Fl. Orange",UTC,thread,"70 denier","fl. orange","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",7d75f2ab-b60f-424a-b8d8-445d21ec9621,"Ultra Thread 70 Yellow Olive",UTC,thread,"70 denier","yellow olive","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",8234e062-4ce9-4b9f-bc6e-9d9f4eb2e81d,"Ultra Thread 70 Hopper Yellow",UTC,thread,"70 denier","hopper yellow","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",84c41f3c-a567-4697-95d1-35a8bb6d4e3b,"Ultra Thread 70 Tan",UTC,thread,"70 denier","Tan","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",878eaf7d-2585-450a-9332-24a68711e77c,"Ultra Thread 70 Rusty Brown",UTC,thread,"70 denier","Rusty Brown","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",898aa393-49e3-4661-828e-c33da9c8aa98,"Ultra Thread 70 Peacock Blue",UTC,thread,"70 denier","peacock blue","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",8cd0b580-8003-43d3-822d-d536829a422d,"Ultra Thread 70 Purple",UTC,thread,"70 denier","purple","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",9b750bc4-4952-47ea-b179-c7b6b5ab3fce,"Ultra Thread 70 Fluorescent Chartreuse",UTC,thread,"70 denier","Fluorescent Chartreuse","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",9f36db49-6989-4110-aca4-916cd83a47b7,"Ultra Thread 70 Brown",UTC,thread,"70 denier","Brown","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",a0e147ad-f040-4867-b8d2-ade3c4a00a59,"Ultra Thread 70 Cream",UTC,thread,"70 denier","Cream","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",a8356ad4-b47e-4c9e-8ae3-51c81478dfee,"Ultra Thread 70 Fl. Fire Orange",UTC,thread,"70 denier","fl. fire orange","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",ae815d66-6f03-42d2-9a0a-15adafac32a4,"Ultra Thread 70 Fl. Chartreuse",UTC,thread,"70 denier","fl. chartreuse","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",b20297cd-d1c5-46a3-b636-a11fb98ee2b7,"Ultra Thread 70 Camel",UTC,thread,"70 denier","Camel","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70 Chartreuse",UTC,thread,"70 denier","chartreuse","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",d3011ba9-6652-4f6b-9c5d-d0fa72ec09ef,"Ultra Thread 70 Fl. Yellow",UTC,thread,"70 denier","fl. yellow","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",dc7e7d27-d412-4bd1-b884-237dad388342,"Ultra Thread 70 Olive",UTC,thread,"70 denier","Olive","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",e50776e0-b356-44c2-88a3-a623c29c8ef9,"Ultra Thread 70 Fl. Green",UTC,thread,"70 denier","fl. green","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",e5d8e7ca-8a37-4582-93bb-318795520e80,"Ultra Thread 70 Orange",UTC,thread,"70 denier","orange","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",eb0c2b41-aa9c-4d46-a744-5e7ec9e8df01,"Ultra Thread 70 Light Olive",UTC,thread,"70 denier","light olive","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",f1e5330a-a319-4f81-91fd-0d59da653e19,"Ultra Thread 70 White",UTC,thread,"70 denier","White","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",f46d976c-01f8-434b-98a5-ba189fb85300,"Ultra Thread 70 Fl. Cerise",UTC,thread,"70 denier","fl. cerise","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",fcbdaec3-2540-42f0-a15c-805b91a50fbf,"Ultra Thread 70 Light Tan",UTC,thread,"70 denier","light tan","70 denier",0,0
"thread||utc||ultra thread 70||70 denier",bcebe462-7942-4f65-bdd1-3afb328e3231,"Ultra Thread 70",ff189277-4cbc-46e0-9ef6-5bbf61df77f8,"Ultra Thread 70 Wine",UTC,thread,"70 denier","Wine","70 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",02f035b7-1d14-4221-966a-b897d5e81726,"Ultra Thread 140 Dark Gray",UTC,thread,"140 denier","Dark Gray","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",04d04ef3-a571-4dc7-acf2-45292bfb21cf,"Ultra Thread 140 Fl. Chartreuse",UTC,thread,"140 denier","Fl. Chartreuse","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",08820d60-d7c9-471f-b8ca-5e58485ffeed,"Ultra Thread 140 Light Tan",UTC,thread,"140 denier","Light Tan","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",097f8b08-9943-4c04-84fc-f31f1ac2de68,"Ultra Thread 140 Fl. Red",UTC,thread,"140 denier","Fl. Red","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",0b8071ff-4a9b-4ff3-a053-4c76301fe3c5,"Ultra Thread 140 Purple",UTC,thread,"140 denier","Purple","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",0c2a9c61-d1c0-46ba-85c8-530bf44fed49,"Ultra Thread 140 Fluorescent Chartreuse",UTC,thread,"140 denier","Fluorescent Chartreuse","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140 Tan",UTC,thread,"140 denier","Tan","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",11dc828c-35c3-4a33-8cb8-c041ad4eada2,"Ultra Thread 140 Fl. Shell Pink",UTC,thread,"140 denier","Fl. Shell Pink","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",1271b110-a0b8-42f6-bb54-c00509f2deb8,"Ultra Thread 140 Gray Brown",UTC,thread,"140 denier","Gray Brown","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",12c55108-7211-4d64-a21b-7c5ad65b02e0,"Ultra Thread 140 Rusty Brown",UTC,thread,"140 denier","Rusty Brown","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",18f7fe8f-842e-428a-873c-2ad04d36c146,"Ultra Thread 140 Peacock Blue",UTC,thread,"140 denier","Peacock Blue","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",1958b830-9b56-4e5d-9f3c-b9a37010994d,"Ultra Thread 140 Yellow",UTC,thread,"140 denier","Yellow","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",210eda31-6e92-4613-ae7f-e57bb3c88cef,"Ultra Thread 140 Light Olive",UTC,thread,"140 denier","Light Olive","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",26146b17-0db6-4b54-a49f-a0c150589fe1,"Ultra Thread 140 Wine",UTC,thread,"140 denier","Wine","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",2ae2bfa6-cbcb-4c53-b0d8-d8f91a917d4c,"Ultra Thread 140 Fl. White",UTC,thread,"140 denier","Fl. White","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",2c93c58a-f7d1-4fdd-a900-071ae71ef1bc,"Ultra Thread 140 Fl. Pink",UTC,thread,"140 denier","Fl. Pink","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",2ebdd79f-7578-44b6-ae0a-5b67bf1b5880,"Ultra Thread 140 Fluorescent Pink",UTC,thread,"140 denier","Fluorescent Pink","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",426a0209-052e-49cf-a38b-256705917bcb,"Ultra Thread 140 Hot Orange",UTC,thread,"140 denier","Hot Orange","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",44cb98d5-bc66-4190-a8fd-a956ac3fe598,"Ultra Thread 140 Olive",UTC,thread,"140 denier","Olive","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",493bdff2-0331-4e35-9287-6e55a2eeb6e3,"Ultra Thread 140 White",UTC,thread,"140 denier","White","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",504f3c07-b613-4094-944b-8d0dab6438ed,"Ultra Thread 140 Olive Green",UTC,thread,"140 denier","Olive Green","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",642e3576-600a-40da-9fc1-358943458203,"Ultra Thread 140 Gray",UTC,thread,"140 denier","Gray","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",67848f3a-79ff-4c96-95c7-2601b3b64fd1,"Ultra Thread 140 Fl. Green",UTC,thread,"140 denier","Fl. Green","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",6d38adbd-aae3-44d7-af4f-c655bc7a5292,"Ultra Thread 140 Watery Olive",UTC,thread,"140 denier","Watery Olive","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",793c2c5e-b9ac-49c5-a73e-59d68372ae31,"Ultra Thread 140 Brown",UTC,thread,"140 denier","Brown","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",7e133042-b985-42a4-a48e-4b01f91ba0e7,"Ultra Thread 140 Dark Brown",UTC,thread,"140 denier","Dark Brown","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",838e8aa8-ffd7-47b6-b280-95f5d6c6054e,"Ultra Thread 140 Fl. Fire Orange",UTC,thread,"140 denier","Fl. Fire Orange","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",89a19777-a099-4236-b4ea-771649104d86,"Ultra Thread 140 Brown Olive",UTC,thread,"140 denier","Brown Olive","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",8dc49d23-ac02-4d2b-8642-7755f06a6c7e,"Ultra Thread 140 Camel",UTC,thread,"140 denier","Camel","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",97e5dc20-f16f-4bf2-b545-e97d9398819b,"Ultra Thread 140 Red",UTC,thread,"140 denier","Red","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",98b92b58-8f76-48db-bd5d-46935aea69f6,"Ultra Thread 140 Cream",UTC,thread,"140 denier","Cream","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",9a030a98-0333-4f5d-bf92-8ce9aaae70f9,"Ultra Thread 140 Wood Duck",UTC,thread,"140 denier","Wood Duck","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",bde25782-3faf-401a-a1b2-a6ae4de68477,"Ultra Thread 140 Dark Olive",UTC,thread,"140 denier","Dark Olive","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",c2089f4f-e4d1-4c4c-a57d-cba139e5007e,"Ultra Thread 140 Blue Dun",UTC,thread,"140 denier","Blue Dun","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",c307c30c-68c3-4aad-a106-d6201d4e816a,"Ultra Thread 140 Fl. Yellow",UTC,thread,"140 denier","Fl. Yellow","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",c5e20690-ef47-49e6-89a9-c7c2a5502f3b,"Ultra Thread 140 Yellow Olive",UTC,thread,"140 denier","Yellow Olive","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",c7f2508a-0554-429d-80fa-dc2b5c638d21,"Ultra Thread 140 Fl. Orange",UTC,thread,"140 denier","Fl. Orange","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",ec38cdc6-f967-480f-bee8-f0f4fa620be9,"Ultra Thread 140 Black",UTC,thread,"140 denier","Black","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",f08c9a26-b47f-4539-b79b-c5bdb7231cc8,"Ultra Thread 140 Hopper Yellow",UTC,thread,"140 denier","Hopper Yellow","140 denier",0,0
"thread||utc||ultra thread 140||140 denier",0d32c29a-91b0-4076-8f21-53d4c6c51028,"Ultra Thread 140",f42fb960-ef61-4465-8c3e-5ed5078728aa,"Ultra Thread 140 Fl. Cerise",UTC,thread,"140 denier","Fl. Cerise","140 denier",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",0909f6c1-6fe1-4b17-b63f-c75170d0516c,"Spectra Dubbing #1",Hends,dubbing,"","#1","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",0cc21f52-9813-4040-ae5c-24d03a1479e0,"Spectra Dubbing #7",Hends,dubbing,"","#7","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",0d3e68ff-020c-40a0-96c1-ea79a46442c9,"Spectra Dubbing #6",Hends,dubbing,"","#6","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",1050a6ab-c7da-4029-aadf-61f62a028a55,"Spectra Dubbing #18",Hends,dubbing,"","#18","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",1bf17e3b-e79c-4d67-bef7-29e8b0c72ff2,"Spectra Dubbing #30",Hends,dubbing,"","#30","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",213b6fa6-eef6-4cea-9ddc-fc0b6d450d61,"Spectra Dubbing #16",Hends,dubbing,"","#16","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",2a369cf9-f173-4277-b888-bbea25291c54,"Spectra Dubbing #10",Hends,dubbing,"","#10","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",3051121b-37a7-4191-8597-33624682ef6c,"Spectra Dubbing #12",Hends,dubbing,"","#12","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",32c69dbd-afa4-4837-aa03-db1f5ab6dbdc,"Spectra Dubbing #13",Hends,dubbing,"","#13","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",41e08782-3daa-4d2d-a9c2-0ef8b9e3e915,"Spectra Dubbing #21",Hends,dubbing,"","#21","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",Hends,dubbing,"","","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",56fb0ed8-4f6b-41dd-b12c-b78168264064,"Spectra Dubbing #24",Hends,dubbing,"","#24","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",5c875842-7f88-42ae-ab05-ddd9bedfab5e,"Spectra Dubbing #23",Hends,dubbing,"","#23","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",5de3bd40-a22b-47d4-a7a1-3aab6569d759,"Spectra Dubbing #20",Hends,dubbing,"","#20","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",64884dcd-9831-48b8-877f-151527b4e974,"Spectra Dubbing #19",Hends,dubbing,"","#19","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",69be5c13-a7c7-4fe0-9b85-0cf55ab6f39e,"Spectra Dubbing #5",Hends,dubbing,"","#5","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",6a82d1c0-1024-4b98-88ba-9589964de35c,"Spectra Dubbing #4",Hends,dubbing,"","#4","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",72e3dd7d-35a1-4535-9b8d-f416025bb471,"Spectra Dubbing #2",Hends,dubbing,"","#2","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",7e501f4b-a154-4843-8f44-37d0f2220399,"Spectra Dubbing #17",Hends,dubbing,"","#17","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",880d3640-0372-4471-80a2-88ddf36a428c,"Spectra Dubbing #25",Hends,dubbing,"","#25","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",8cdab277-e755-479d-b447-cf42148bca52,"Spectra Dubbing #8",Hends,dubbing,"","#8","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",8d654c0b-45c0-4d07-bd8c-4f96cf2bdcce,"Spectra Dubbing #22",Hends,dubbing,"","#22","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",95872b75-fac2-4f11-83a6-0342c44b7ae5,"Spectra Dubbing #9",Hends,dubbing,"","#9","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",a66700cb-84cb-4af4-9721-a69bcd02626b,"Spectra Dubbing #27",Hends,dubbing,"","#27","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",aa5076bf-8520-47d3-a4a7-9cb92bf2c621,"Spectra Dubbing #15",Hends,dubbing,"","#15","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",ad4cb947-8cd9-4698-8ec2-36f32581da9c,"Spectra Dubbing #14",Hends,dubbing,"","#14","",0,0
"dubbing||hends||spectra dubbing||",4ce0b25f-1acd-43fc-9a52-4376cc863d44,"Spectra Dubbing",b54400e7-a95d-4961-b86f-ca84125ed962,"Spectra Dubbing #3",Hends,dubbing,"","#3","",0,0
